Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²)
0,0,0,0,0,0,0,0,0
0.002,0,0.001,3.654,0,0,0,9.353e-6,0.028
0.004,1.871e-5,0.022,17.101,-7.48E-08,0,270,6.545e-5,0.028
0.006,9.741e-5,0.057,17.924,-2.62E-07,0,270,1.215e-4,0.028
0.008,2.478e-4,0.094,18.748,-5.61E-07,0,270,1.776e-4,0.028
0.01,4.732e-4,0.132,19.572,-9.72E-07,0,270,2.337e-4,0.028
0.012,7.769e-4,0.172,20.395,-1.50E-06,0,270,2.9e-4,0.028
0.014,0.001,0.214,21.219,-2.13E-06,0,270,3.464e-4,0.028
0.016,0.002,0.257,22.043,-2.88E-06,0,270,4.031e-4,0.028
0.018,0.002,0.302,22.867,-3.75E-06,0,270,4.601e-4,0.029
0.02,0.003,0.348,23.691,-4.72E-06,0,270,5.174e-4,0.029
0.022,0.004,0.397,24.515,-5.82E-06,0,270,5.753e-4,0.029
0.024,0.004,0.446,25.339,-7.02E-06,0,270,6.337e-4,0.029
0.026,0.005,0.498,26.163,-8.35E-06,0,270,6.928e-4,0.03
0.028,0.006,0.551,26.987,-9.80E-06,0,270,7.527e-4,0.03
0.03,0.008,0.606,27.811,-1.14E-05,0,270,8.134e-4,0.031
0.031,0.008,0.634,28.223,-1.22E-05,0,270,8.441e-4,0.031
0.033,0.009,0.677,29.894,-1.35E-05,0,270,8.908e-4,0.031
0.035,0.011,0.739,32.121,-1.53E-05,0,270,9.541e-4,0.032
0.037,0.012,0.806,34.349,-1.73E-05,0,270,0.001,0.033
0.039,0.014,0.877,36.576,-1.94E-05,0,270,0.001,0.034
0.041,0.016,0.952,38.804,-2.17E-05,0,270,0.001,0.035
0.043,0.018,1.032,41.032,-2.40E-05,0,270,0.001,0.036
0.045,0.02,1.116,43.261,-2.66E-05,0,270,0.001,0.037
0.047,0.023,1.228,46.046,-2.99E-05,0,270,0.001,0
0.049,0.025,1.32,46.323,-3.27E-05,0,270,0.001,0
0.051,0.028,1.413,46.599,-3.55E-05,0,270,0.001,0
0.053,0.031,1.507,46.876,-3.83E-05,0,270,0.001,0
0.055,0.034,1.601,47.152,-4.11E-05,0,270,0.001,0
0.057,0.037,1.695,47.429,-4.38E-05,0,270,0.001,0
0.059,0.041,1.79,47.705,-4.66E-05,0,270,0.001,0
0.061,0.044,1.886,47.981,-4.94E-05,0,270,0.001,0
0.063,0.048,1.982,48.258,-5.22E-05,0,270,0.001,0
0.065,0.052,2.079,48.534,-5.50E-05,0,270,0.001,0
0.067,0.057,2.177,48.811,-5.78E-05,0,270,0.001,0
0.069,0.061,2.274,49.087,-6.06E-05,0,270,0.001,0
0.071,0.066,2.373,49.363,-6.33E-05,0,270,0.001,0
0.073,0.071,2.472,49.64,-6.61E-05,0,270,0.001,0
0.075,0.076,2.571,49.916,-6.89E-05,0,270,0.001,0
0.077,0.081,2.672,50.193,-7.17E-05,0,270,0.001,0
0.079,0.086,2.772,50.469,-7.45E-05,0,270,0.001,0
0.081,0.092,2.873,50.746,-7.73E-05,0,270,0.001,0
0.083,0.098,2.975,51.022,-8.01E-05,0,270,0.001,0
0.085,0.104,3.078,51.299,-8.28E-05,0,270,0.001,0
0.087,0.11,3.18,51.575,-8.56E-05,0,270,0.001,0
0.089,0.117,3.284,51.852,-8.84E-05,0,270,0.001,0
0.091,0.123,3.388,52.128,-9.12E-05,0,270,0.001,0
0.093,0.13,3.492,52.405,-9.40E-05,0,270,0.001,0
0.095,0.137,3.597,52.681,-9.68E-05,0,270,0.001,0
0.096,0.141,3.65,52.819,-9.82E-05,0,270,0.001,0
0.098,0.146,3.729,52.888,-1.00E-04,0,270,0.001,0
0.1,0.154,3.835,52.98,-1.03E-04,0,270,0.001,0
0.102,0.162,3.941,53.071,-1.06E-04,0,270,0.001,0
0.104,0.17,4.048,53.163,-1.09E-04,0,270,0.001,0
0.106,0.178,4.154,53.255,-1.11E-04,0,270,0.001,0
0.108,0.186,4.261,53.346,-1.14E-04,0,270,0.001,0
0.11,0.195,4.367,53.438,-1.17E-04,0,270,0.001,0
0.112,0.204,4.474,53.529,-1.20E-04,0,270,0.001,0
0.114,0.213,4.582,53.621,-1.23E-04,0,270,0.001,0
0.116,0.222,4.689,53.713,-1.25E-04,0,270,0.001,0
0.118,0.232,4.796,53.804,-1.28E-04,0,270,0.001,0
0.12,0.241,4.904,53.896,-1.31E-04,0,270,0.001,0
0.122,0.251,5.012,53.987,-1.34E-04,0,270,0.001,0
0.124,0.261,5.12,54.079,-1.37E-04,0,270,0.001,0
0.126,0.272,5.228,54.17,-1.39E-04,0,270,0.001,0
0.128,0.282,5.337,54.262,-1.42E-04,0,270,0.001,0
0.13,0.293,5.445,54.353,-1.45E-04,0,270,0.001,0
0.132,0.304,5.554,54.445,-1.48E-04,0,270,0.001,0
0.134,0.315,5.663,54.536,-1.50E-04,0,270,0.001,0
0.136,0.327,5.772,54.627,-1.53E-04,0,270,0.001,0
0.138,0.338,5.882,54.719,-1.56E-04,0,270,0.001,0
0.14,0.35,5.991,54.81,-1.59E-04,0,270,0.001,0
0.142,0.362,6.101,54.902,-1.62E-04,0,270,0.001,0
0.144,0.375,6.211,54.993,-1.64E-04,0,270,0.001,0
0.146,0.387,6.321,55.084,-1.67E-04,0,270,0.001,0
0.148,0.4,6.431,55.176,-1.70E-04,0,270,0.001,0
0.15,0.413,6.542,55.267,-1.73E-04,0,270,0.001,0
0.152,0.426,6.652,55.358,-1.76E-04,0,270,0.001,0
0.154,0.44,6.763,55.45,-1.78E-04,0,270,0.001,0
0.156,0.453,6.874,55.541,-1.81E-04,0,270,0.001,0
0.158,0.467,6.985,55.632,-1.84E-04,0,270,0.001,0
0.16,0.481,7.096,55.723,-1.87E-04,0,270,0.001,0
0.162,0.495,7.208,55.815,-1.89E-04,0,270,0.001,0
0.164,0.51,7.32,55.906,-1.92E-04,0,270,0.001,0
0.166,0.525,7.432,55.997,-1.95E-04,0,270,0.001,0
0.168,0.54,7.544,56.088,-1.98E-04,0,270,0.001,0
0.17,0.555,7.656,56.18,-2.01E-04,0,270,0.001,0
0.172,0.57,7.768,56.271,-2.03E-04,0,270,0.001,0
0.174,0.586,7.881,56.362,-2.06E-04,0,270,0.001,0
0.176,0.602,7.994,56.453,-2.09E-04,0,270,0.001,0
0.178,0.618,8.107,56.544,-2.12E-04,0,270,0.001,0
0.18,0.634,8.22,56.635,-2.15E-04,0,270,0.001,0
0.182,0.651,8.333,56.726,-2.17E-04,0,270,0.001,0
0.184,0.668,8.447,56.817,-2.20E-04,0,270,0.001,0
0.186,0.685,8.561,56.909,-2.23E-04,0,270,0.001,0
0.188,0.702,8.675,57,-2.26E-04,0,270,0.001,0
0.19,0.719,8.789,57.091,-2.28E-04,0,270,0.001,0
0.192,0.737,8.903,57.182,-2.31E-04,0,270,0.001,0
0.193,0.75,8.989,57.25,-2.33E-04,0,270,0.001,0
0.195,0.768,9.103,57.341,-2.36E-04,0,270,0.001,0
0.197,0.787,9.218,57.433,-2.39E-04,0,270,0.001,0
0.199,0.805,9.333,57.524,-2.42E-04,0,270,0.001,0
0.201,0.824,9.448,57.615,-2.44E-04,0,270,0.001,0
0.203,0.843,9.564,57.707,-2.47E-04,0,270,0.001,0
0.205,0.862,9.679,57.798,-2.50E-04,0,270,0.001,0
0.207,0.882,9.795,57.89,-2.53E-04,0,270,0.001,0
0.209,0.902,9.911,57.981,-2.56E-04,0,270,0.001,0
0.211,0.922,10.027,58.072,-2.58E-04,0,270,0.001,0
0.213,0.942,10.143,58.164,-2.61E-04,0,270,0.001,0
0.215,0.962,10.259,58.255,-2.64E-04,0,270,0.001,0
0.217,0.983,10.376,58.346,-2.67E-04,0,270,0.001,0
0.219,1.004,10.493,58.438,-2.70E-04,0,270,0.001,0
0.221,1.025,10.61,58.529,-2.72E-04,0,270,0.001,0
0.223,1.046,10.727,58.62,-2.75E-04,0,270,0.001,0
0.225,1.068,10.844,58.711,-2.78E-04,0,270,0.001,0
0.227,1.089,10.962,58.803,-2.81E-04,0,270,0.001,0
0.229,1.111,11.079,58.894,-2.83E-04,0,270,0.001,0
0.231,1.134,11.197,58.985,-2.86E-04,0,270,0.001,0
0.233,1.156,11.315,59.076,-2.89E-04,0,270,0.001,0
0.235,1.179,11.434,59.167,-2.92E-04,0,270,0.001,0
0.237,1.202,11.552,59.258,-2.95E-04,0,270,0.001,0
0.239,1.225,11.671,59.349,-2.97E-04,0,270,0.001,0
0.241,1.249,11.789,59.441,-3.00E-04,0,270,0.001,0
0.243,1.272,11.908,59.532,-3.03E-04,0,270,0.001,0
0.245,1.296,12.028,59.623,-3.06E-04,0,270,0.001,0
0.247,1.32,12.147,59.714,-3.09E-04,0,270,0.001,0
0.249,1.345,12.266,59.805,-3.11E-04,0,270,0.001,0
0.251,1.37,12.386,59.896,-3.14E-04,0,270,0.001,0
0.253,1.394,12.506,59.987,-3.17E-04,0,270,0.001,0
